cgil_primary_qty_left,cgis_created_on,cgis_id,cdoc_reference,cgil_item_name1,cgil_primary_qty,cdct_name,cgis_document_id,cgis_movement_type,cgis_organization_id,cgil_item_code1,cdoc_pi_status,cdcs_name,cdoc_number,cgil_primary_qty_post,cdoc_notes,cwhs_code,cgis_created_by,cgil_batch_number,cdoc_pi_date,codv_planning_date_pl,metadata_fecha_consulta
0,2025-09-05T09:37:31.996292,81355,514570,CEMENTO GRIS ALION BULTO X 50kg,20.0,Salida por entrega,515018,261,98,10021733,01,Cerrado,515018,20.0,,1145,jtorres,,2025-09-05T09:40:26.894111,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T09:37:31.996292,81354,514092,CEMENTO GRIS ALION BULTO X 50kg,50.0,Salida por entrega,515017,261,98,10021733,01,Cerrado,515017,50.0,,1145,jtorres,,2025-09-05T09:40:19.949913,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T09:37:31.996292,81353,514090,CEMENTO GRIS ALION BULTO X 50kg,100.0,Salida por entrega,515016,261,98,10021733,01,Cerrado,515016,100.0,,1145,jtorres,,2025-09-05T09:40:16.428151,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T09:26:55.648671,81352,514051,PEGACOR MAX GRIS 25 KG 901011501,48.0,Salida por entrega,515007,261,98,10001406,01,Cerrado,515007,48.0,,1145,losorio,,2025-09-05T09:27:14.148272,2025-09-06T00:00:00,2025-09-05 15:38:39
0,2025-09-05T09:24:50.807748,81351,514974,80x160 PORC. BRILLANTE BLANCO CALACATTA LIGHT GOLD (CJ: 2.56 M2)+8,229.76000000000002,Salida por entrega,515006,261,98,10001608+8,01,Cerrado,515006,229.76000000000002,,1145,losorio,,2025-09-05T09:25:25.645303,2025-09-09T00:00:00,2025-09-05 15:38:39
0,2025-09-05T08:54:49.292401,81350,514542,RIEL SPAR OCULTO EXT. TOTAL SLOW MOTION 35KG 45CM  RBM/45,60.0,Salida por entrega,514999,261,98,10021647,01,Cerrado,514999,60.0,,1290,pgaitan,,2025-09-05T08:55:12.394583,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T08:49:18.71946,81349,513714,MDF QD 1.83X2.44X2.5 mm,412.0,Salida por entrega,514998,261,98,10033148,01,Cerrado,514998,412.0,,1290,jcardenas,,2025-09-05T08:55:11.647936,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T08:48:24.197716,81348,513032,PATA CILINDRICA METALICA CON NIVELADOR 10,108.0,Salida por entrega,514997,261,98,10024142,01,Cerrado,514997,108.0,,1290,jcardenas,,2025-09-05T08:50:11.704153,2025-09-06T00:00:00,2025-09-05 15:38:39
0,2025-09-05T08:47:41.928352,81347,513723,BISAGRA SLOW MOTION CLIP ON  35MM PARCHE C/T 4H+26,559.0,Salida por entrega,514996,261,98,10009207+26,01,Cerrado,514996,559.0,,1290,jcardenas,,2025-09-05T08:50:24.768661,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T08:36:37.386512,81346,511539,MELAMINICO UNICOR MDF GRACIA TEX RUSTICK 183X244X5.5  1C/ SIN BACKER,5.0,Salida por entrega,514980,261,98,10014073,01,Cerrado,514980,5.0,,1290,pgaitan,,2025-09-05T08:40:23.68115,2025-09-06T00:00:00,2025-09-05 15:38:39
0,2025-09-05T08:36:12.980146,81345,514492,CANTO PVC IMPORTADO CEDRO  FREZE 22X0.40 (300mxRollo),17.0,Salida por entrega,514975,261,98,10015894,01,Cerrado,514975,17.0,,1290,pgaitan,,2025-09-05T08:40:26.380634,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T08:35:13.831125,81344,514065,MELAMINICO  SUPERCOR  PB  RH  SODER    TEX FORETS  183X244X15+1,3.0,Salida por entrega,514973,261,98,10010964+1,01,Cerrado,514973,3.0,,1290,pgaitan,,2025-09-05T08:40:14.556172,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T08:10:49.783354,81343,514429,MELAMINICO UNICOR PB CHANTILLI TEX MADERA 183X244X12  1C/ CON BACKER+1,12.0,Salida por entrega,514952,261,98,10030442+1,01,Cerrado,514952,12.0,,1290,pgaitan,,2025-09-05T08:15:19.214192,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T08:10:27.830974,81342,513120,FLETES,6.708,Salida por entrega,514951,261,98,10005779,01,Cerrado,514951,6.708,,1290,pgaitan,,2025-09-05T08:15:22.73697,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T08:09:47.929601,81341,513737,AFIX KIT EXPRESS ACT 300ML CAJA X 300ML    Ref:406828+8,29.0,Salida por entrega,514950,261,98,10004191+8,01,Cerrado,514950,29.0,,1290,pgaitan,A0018713+1,2025-09-05T08:10:20.879171,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:55:33.483306,81340,510522,BISAGRA TORINO PARCHE 35MM-110° C/T 4800 4H+5,37.0,Salida por entrega,514944,261,98,10009207+5,01,Cerrado,514944,37.0,,1145,cmartinez,A0019007,2025-09-05T08:00:22.096146,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:53:18.340828,81339,511300,MDF TABLEMAC LIGHT 305X244X15 RH+1,280.0,Salida por entrega,514943,261,98,10022182+1,01,Cerrado,514943,280.0,,1290,pgaitan,,2025-09-05T07:55:13.13008,2025-09-03T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:52:19.192137,81338,514423,TRIPLEX PINO FENOLICO IMPORTADO   122X244X15,3.0,Salida por entrega,514942,261,98,10008624,01,Cerrado,514942,3.0,,1290,pgaitan,,2025-09-05T07:55:29.213007,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:51:38.692172,81337,514295,MDF IMPORTADO TABLEMAC   183X244X04,1.0,Salida por entrega,514941,261,98,10008553,01,Cerrado,514941,1.0,,1290,pgaitan,,2025-09-05T07:55:32.604833,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:50:55.70516,81336,514107,SOPORTE DE ENTREPAÑO TRANSPARENTE,300.0,Salida por entrega,514940,261,98,10022487,01,Cerrado,514940,300.0,,1290,pgaitan,,2025-09-05T07:55:16.814133,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:50:33.889051,81335,514058,VAJILLERO  SPAR EN ACERO  INOXIDABLE  MOD 60CM SPAR-V60,1.0,Salida por entrega,514938,261,98,10009430,01,Cerrado,514938,1.0,,1290,pgaitan,,2025-09-05T07:55:25.405293,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:50:03.636164,81334,514515,MELAMINICO  SUPERCOR  PB    AMARETTO    TEX RUSTICK  183X244X15+2,8.0,Salida por entrega,514937,261,98,10010556+2,01,Cerrado,514937,8.0,,1290,pgaitan,,2025-09-05T07:55:22.732286,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:49:35.863237,81333,514436,BISAGRA 3D SLOW MOTION CLIP ON  35MM PARCHE C/T 4H+11,235.0,Salida por entrega,514936,261,98,10010411+11,01,Cerrado,514936,235.0,,1290,pgaitan,,2025-09-05T07:50:24.104155,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:49:02.604151,81332,513476,BRAZO  SPAR  PLEGABLE  CIERRE  LENTO ALTURA 65-85+5,26.0,Salida por entrega,514935,261,98,10009423+5,01,Cerrado,514935,26.0,,1290,pgaitan,,2025-09-05T07:50:43.346673,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:48:39.299971,81331,514418,MELAMINICO  SUPERCOR  PB    AMARETTO    TEX RUSTICK  183X244X15+3,19.0,Salida por entrega,514934,261,98,10010556+3,01,Cerrado,514934,19.0,,1290,pgaitan,,2025-09-05T07:50:46.118931,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:45:47.344139,81327,514555,BUJES SOLDADO SANITARIA 3X2       REF 2901028+3,57.0,Salida por entrega,514930,261,98,10011380+3,01,Cerrado,514930,57.0,,1145,jtorres,,2025-09-05T07:50:26.975554,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:45:47.344139,81326,514405,RIEL SPAR TIPO FORTE EXTENSIÓN TOTAL 30KG 45CM  SPAR45,3.0,Salida por entrega,514929,261,98,10009205,01,Cerrado,514929,3.0,,1145,jtorres,,2025-09-05T07:50:15.876146,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:45:47.344139,81325,513751,BISAGRA 3D  SLOW MOTION CLIP ON  35MM PARCHE C/T 4H NIQUELADA NEGRA+26,500.0,Salida por entrega,514928,261,98,10003938+26,01,Cerrado,514928,500.0,,1145,jtorres,A0018786+2,2025-09-05T07:50:45.016739,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:45:47.344139,81330,514623,DISPOSITIVO PUSH SPAR+1,14.0,Salida por entrega,514933,261,98,10009430+1,01,Cerrado,514933,14.0,,1145,jtorres,,2025-09-05T07:50:20.06419,2025-09-05T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:45:47.344139,81323,510312,TORNILLO 6X1  DRYWALL DSPS DE AUTOPERF  PAQ POR 100 UND+1,8.0,Salida por entrega,514926,261,98,10021386+1,01,Cerrado,514926,8.0,,1145,jtorres,,2025-09-05T07:50:39.772515,2025-09-04T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:45:47.344139,81322,510303,CANTO PVC REHAU SODER 2026 (roble provenzal) 19X0.40MM (U.E 300 m) 300mxRollo,5.0,Salida por entrega,514925,261,98,10031927,01,Cerrado,514925,5.0,,1145,jtorres,,2025-09-05T07:50:16.001767,2025-09-04T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:45:47.344139,81324,510315,CANTO PVC INTRAPLAS HUMO TABLEMAC 19X0.45MM 240mxRollo,20.0,Salida por entrega,514927,261,98,10003831,01,Cerrado,514927,20.0,,1145,jtorres,,2025-09-05T07:50:27.231753,2025-09-04T00:00:00,2025-09-05 15:38:39
0,2025-09-05T07:45:47.344139,81329,514620,FORMICA LAMITECH F6 GENERICA BLANCO 2112 TEXTURA STANDAR  122X244,1.0,Salida por entrega,514932,261,98,10010164,01,Cerrado,514932,1.0,,1145,jtorres,,2025-09-05T07:50:31.882851,2025-09-05T00:00:00,2025-09-05 15:38:39
