civi_handling_unit,cstb_column,citm_name1,csts_name,civi_entry_date,civi_primary_qty_reserved,civi_primary_qty,civi_secondary_uom_code,csbt_name,civi_storagebin_code,citm_code2,citm_code1,civi_organization_id,civi_primary_qty_available,civi_secondary_qty,civi_stock_type_code,civi_id,cstt_name,cstb_line,cstb_level,civi_expiration_date,citm_packaging,civi_onset_date,civi_warehouse_code,civi_batch_number,civi_primary_uom_code,metadata_fecha_consulta
140444,2.0,CANTO PVC CUBRECOL CAOBA 22X1.5 MM (U.E 77 m) 77mxRollo,OUTLET,2023-11-19,0.0,21.0,,Large Shelf,F4M2A60IZQ,,10003593,98,21.0,,08,154007,Estantería pesada,4,60.0,,,,1290,,Metro,2025-09-06 23:29:24
168376,22.0,MDF TABLEMAC LIGHT 183X244X18,MADERAS ESTANTERIA,2025-08-05,0.0,37.0,,Large Shelf,F2M22A10,,10008527,98,37.0,,01,898279,Estantería pesada,2,10.0,,,,1145,,Lámina,2025-09-06 23:29:24
119965,1.0,CORREDERA SPAR 55 CM BLANCA S/T Ref: CS55/B,HERRAJES Y ACCESORIOS,2023-10-17,0.0,191.0,,Large Shelf,F23M1A10DER,,10009734,98,191.0,,08,125327,Estantería pesada,23,10.0,,,,1145,,Juego,2025-09-06 23:29:24
118916,1.0,ANGULO CIELO RASO 3/4 IMPORTADO PINTURA BLANCA,PERFILES,2023-10-17,0.0,12.0,,Large Shelf,F9M1A14IZQ,,10020594,98,12.0,,03,125329,Estantería pesada,9,14.0,,,,1145,,Metro,2025-09-06 23:29:24
134323,1.0,RIEL U 21 ALUMINIO X 3 MTS 10100626030,PERFILES,2023-10-17,0.0,3.0,,Large Shelf,F9M1A30DER,,10004018,98,3.0,,12,125435,Estantería pesada,9,30.0,,,,1145,,Und,2025-09-06 23:29:24
134101,1.0,RIEL U 21 ALUMINIO X 6 MTS,PERFILES,2023-10-17,0.0,2.0,,Large Shelf,F9M1A30DER,,10004019,98,2.0,,12,125436,Estantería pesada,9,30.0,,,,1145,,Und,2025-09-06 23:29:24
129132,1.0,PERFIL MANIJA ALUMINIO X 3M TABLERO DE 15MM PERALM09,PERFILES,2023-10-17,0.0,12.0,,Large Shelf,F9M1A26DER,,10018945,98,12.0,,12,125443,Estantería pesada,9,26.0,,,,1145,,Und,2025-09-06 23:29:24
130209,1.0,ZÓCALO ALUMINIZADO 150X4MT,PERFILES,2023-10-17,0.0,44.0,,Large Shelf,F9M1A20DER,,10019075,98,44.0,,12,125499,Estantería pesada,9,20.0,,,,1145,,Und,2025-09-06 23:29:24
130204,6.0,PISO CERAMICA MATE 32X56 TRIVENTO BLANCO (CJ: 1.45 MTS),PISO CERAMICA,2023-10-17,0.0,0.73,,Large Shelf,F9M6A60IZQ,ETRIVUI15TV,10027635,98,0.73,,13,125486,Montacargas,9,60.0,,,,1145,,m2,2025-09-06 23:29:24
119875,4.0,FORMICA LAMITECH F6 GENERICA BLANCO 2114 TEXTURA STANDAR 122X244,FORMICAS,2023-10-17,0.0,1.0,,Large Shelf,F2M4A20,,10009929,98,1.0,,03,125491,Estantería pesada,2,20.0,,,,1145,,Lámina,2025-09-06 23:29:24
180693,3.0,CANTO PVC IMPORTADO AMBAR FREZE 22X0.40 (300mxRollo),CANTOS,2023-11-19,0.0,622.0,,Large Shelf,F1M3A80DER,,10022681,98,622.0,,08,813894,Estantería pesada,1,80.0,,,,1290,,Metro,2025-09-06 23:29:24
119875,4.0,FORMICA LAMITECH F6 GENERICA GALAXIA CAFE 492 TEXTURA POSTFORMABLE 122X244,FORMICAS,2023-10-17,0.0,5.0,,Large Shelf,F2M4A20,,10010125,98,5.0,,03,125537,Estantería pesada,2,20.0,,,,1145,,Lámina,2025-09-06 23:29:24
119330,2.0,MANIJA DOME SPAR7110 - 192MM,HERRAJES Y ACCESORIOS,2023-10-17,0.0,45.0,,Large Shelf,F23M2.6A30,,10009575,98,45.0,,08,125695,Estantería pesada,23,30.0,,,,1145,,Und,2025-09-06 23:29:24
125324,2.0,MANIJA OVAL LINE 192MM Ref: SPAR923A,HERRAJES Y ACCESORIOS,2023-10-17,0.0,5.0,,Large Shelf,F23M2.2A30,,10009550,98,5.0,,08,125773,Estantería pesada,23,30.0,,,,1145,,Und,2025-09-06 23:29:24
119067,1.0,CABALLETE 2 MT TEJA TERMOACUSTIC AZUL ESPECIAL.,TEJAS,2023-10-17,0.0,1.0,,Large Shelf,F6M1.2A10,,10005718,98,1.0,,03,125801,Montacargas,6,10.0,,,,1145,,Und,2025-09-06 23:29:24
119206,2.0,MANIJA PORTATOALLERO ANOLOK,HERRAJES Y ACCESORIOS,2023-10-17,0.0,8.0,,Large Shelf,F23M2.1A20,,10000056,98,8.0,,08,125805,Estantería pesada,23,20.0,,,,1145,,Und,2025-09-06 23:29:24
130122,1.0,SOPORTE MURO 3/4 MADERA,ETHERBOARD,2023-10-17,0.0,5.0,,Large Shelf,F32M1A80,,10000176,98,5.0,,08,125829,Montacargas,32,80.0,,,,1145,,Und,2025-09-06 23:29:24
130122,1.0,SOPORTE MURO 1/2 MADERA,ETHERBOARD,2023-10-17,0.0,205.0,,Large Shelf,F32M1A80,,10000177,98,205.0,,08,125830,Montacargas,32,80.0,,,,1145,,Und,2025-09-06 23:29:24
130122,1.0,SOPORTE MURO 1/2 DORADO,ETHERBOARD,2023-10-17,0.0,95.0,,Large Shelf,F32M1A80,,10000178,98,95.0,,08,125831,Montacargas,32,80.0,,,,1145,,Und,2025-09-06 23:29:24
130122,1.0,SOPORTE TECHO 5/8 MADERA,ETHERBOARD,2023-10-17,0.0,12.0,,Large Shelf,F32M1A80,,10000191,98,12.0,,08,125832,Montacargas,32,80.0,,,,1145,,Und,2025-09-06 23:29:24
130122,1.0,TERMINAL CUPULA 1'' BRONCE MARTILLADO,ETHERBOARD,2023-10-17,0.0,12.0,,Large Shelf,F32M1A80,,10000205,98,12.0,,08,125833,Montacargas,32,80.0,,,,1145,,Und,2025-09-06 23:29:24
130122,1.0,TERMINAL CUPULA 1'' AZUL MARTILLADO,ETHERBOARD,2023-10-17,0.0,9.0,,Large Shelf,F32M1A80,,10000206,98,9.0,,08,125834,Montacargas,32,80.0,,,,1145,,Und,2025-09-06 23:29:24
119996,2.0,TEJA MASTER 1000 0.36X1000( CAL 28) X 6 MT AZUL,ETHERBOARD,2023-10-17,0.0,1.0,,Large Shelf,F29M2A10DER,,10000728,98,1.0,,03,125849,Montacargas,29,10.0,,,,1145,,Und,2025-09-06 23:29:24
119590,2.0,SOPORTE ENTREPANO DE 5X9 MM EN P.P. YUTE SE-106-26,HERRAJES Y ACCESORIOS,2023-10-17,0.0,7173.0,,Large Shelf,F23M2.4A20,,10004091,98,7173.0,,08,125877,Estantería pesada,23,20.0,,,,1145,,Und,2025-09-06 23:29:24
130122,1.0,CANASTA C/RIEL CAJON DE 49X28.5X14 CMS BLANCO REF:32320,ETHERBOARD,2023-10-17,0.0,2.0,,Large Shelf,F32M1A80,,10004238,98,2.0,,08,125879,Montacargas,32,80.0,,,,1145,,Und,2025-09-06 23:29:24
130122,1.0,CANASTA COCINA DE 33.5X49X14 CMS BLANCO REF:32240,ETHERBOARD,2023-10-17,0.0,31.0,,Large Shelf,F32M1A80,,10004241,98,31.0,,08,125880,Montacargas,32,80.0,,,,1145,,Und,2025-09-06 23:29:24
118620,1.0,PLATERO DE 100X19 CMS BLANCO REF:35070,"GRIVAL ,FERRETERIA",2023-10-17,0.0,2.0,,Large Shelf,F25M1A70DER,,10004248,98,2.0,,08,125881,Estantería pesada,25,70.0,,,,1145,,Und,2025-09-06 23:29:24
118620,1.0,PLATERO DE 90X19 CMS BLANCO REF:35060,"GRIVAL ,FERRETERIA",2023-10-17,0.0,11.0,,Large Shelf,F25M1A70DER,,10004259,98,11.0,,08,125882,Estantería pesada,25,70.0,,,,1145,,Und,2025-09-06 23:29:24
130122,1.0,DESPENSA MUEBLE BAJO 3NIVELES 32X50X60 BLANCO REF: 33230,ETHERBOARD,2023-10-17,0.0,8.0,,Large Shelf,F32M1A80,,10004262,98,8.0,,08,125883,Montacargas,32,80.0,,,,1145,,Und,2025-09-06 23:29:24
119183,1.0,VAJILLERO DE 90X24 CMS BLANCO REF: 35560,HERRAJES Y ACCESORIOS,2023-10-17,0.0,1.0,,Large Shelf,F22M1A60DER,,10004272,98,1.0,,03,125884,Estantería pesada,22,60.0,,,,1145,,Und,2025-09-06 23:29:24
130122,1.0,PORTATAPAS X8X25X37 CM BLANCA REF:38700,ETHERBOARD,2023-10-17,0.0,2.0,,Large Shelf,F32M1A80,,10004278,98,2.0,,08,125885,Montacargas,32,80.0,,,,1145,,Und,2025-09-06 23:29:24
119486,1.0,PARAL DE 2 METROS BLANCO REF:15080,PERFILES,2023-10-17,0.0,22.0,,Large Shelf,F9M1A12IZQ,,10004280,98,22.0,,08,125886,Estantería pesada,9,12.0,,,,1145,,Und,2025-09-06 23:29:24
130122,1.0,FILTRO ANAEROBICO P/TANQUE 1000 LTS AZUL,ETHERBOARD,2023-10-17,0.0,2.0,,Large Shelf,F32M1A80,,10005731,98,2.0,,08,125911,Montacargas,32,80.0,,,,1145,,Und,2025-09-06 23:29:24
119841,1.0,CANTO PVC CUBRECOL LIMON MUKALI 16X0.45 MM (U.E 366 m) 366mxRollo,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,5178.0,,Large Shelf,F13M1A40IZQ,,10003718,98,5178.0,,08,125913,Estantería pesada,13,40.0,,,,1145,,Metro,2025-09-06 23:29:24
119835,1.0,CANTO PVC CUBRECOL OLMO 16X0.45 MM (U.E 366 m) 366mxRollo,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,554.0,,Large Shelf,F13M1A40DER,,10003738,98,554.0,,08,125914,Estantería pesada,13,40.0,,,,1145,,Metro,2025-09-06 23:29:24
119875,4.0,FORMICA LAMITECH F8 CHOCOLATE OAK 1808 TEXTURA POSTFORMABLE 122X244,FORMICAS,2023-10-17,0.0,1.0,,Large Shelf,F2M4A20,,10010021,98,1.0,,03,125916,Estantería pesada,2,20.0,,,,1145,,Lámina,2025-09-06 23:29:24
130122,1.0,RIEL PLASTICO U 50 CMS BLANCO REF:11800,ETHERBOARD,2023-10-17,0.0,7.0,,Large Shelf,F32M1A80,,10004285,98,7.0,,08,125921,Montacargas,32,80.0,,,,1145,,Par,2025-09-06 23:29:24
130480,2.0,FORMICA LAMITECH F8 EBANO 2110 DEEP LINE POSTFORMABLE 244X122,FORMICAS,2023-10-17,0.0,1.0,,Large Shelf,F2M2A6,,10010840,98,1.0,,01,125926,Estantería pesada,2,6.0,,,,1145,,Lámina,2025-09-06 23:29:24
119131,2.0,RODACHINA CLOSET RECTO LIVIANO BISELADO DE 25.4MM CUERPO PLANO RP-10,HERRAJES Y ACCESORIOS,2023-10-17,0.0,18.0,,Large Shelf,F23M2.6A20,,10003961,98,18.0,,08,125976,Estantería pesada,23,20.0,,,,1145,,Und,2025-09-06 23:29:24
119131,2.0,RODACHIN CLOSET RECTO LIVIANO NYLON BISELADO DE 25.4MM CUERPO PLANO RP-10 N,HERRAJES Y ACCESORIOS,2023-10-17,0.0,6.0,,Large Shelf,F23M2.6A20,,10003962,98,6.0,,08,125977,Estantería pesada,23,20.0,,,,1145,,Und,2025-09-06 23:29:24
119164,2.0,RODACHINA DE 1'' LISA EN NYLON PARA PISO DE 25.4MM RP-30 N,HERRAJES Y ACCESORIOS,2023-10-17,0.0,23.0,,Large Shelf,F23M2.3A20,,10003965,98,23.0,,08,125979,Estantería pesada,23,20.0,,,,1145,,Und,2025-09-06 23:29:24
119330,2.0,TAPA TORNILLO ADHESIVO CIRCULAR AMAR SALVAJE HOJA X140UND,HERRAJES Y ACCESORIOS,2023-10-17,0.0,18.0,,Large Shelf,F23M2.6A30,,10004100,98,18.0,,08,125981,Estantería pesada,23,30.0,,,,1145,,Und,2025-09-06 23:29:24
130152,3.0,CANTO PVC INTRAPLAS INCIENSO ECOFORT 22X1.5 MM 100mxRollo,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,17.0,,Large Shelf,F13M3A30DER,,10004318,98,17.0,,08,125983,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
119808,2.0,CANTO PVC REHAU NOGAL TERRACOTA 19X0.45MM (U.E 300 m) 300mxRollo,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,280.0,,Large Shelf,F13M2A40DER,,10004394,98,280.0,,08,125989,Estantería pesada,13,40.0,,,,1145,,Metro,2025-09-06 23:29:24
119808,2.0,CANTO PVC CUBRECOL MAPLE 22X1.5 MM (U.E 77 m) 77mxRollo,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,152.0,,Large Shelf,F13M2A40DER,,10003607,98,152.0,,08,126034,Estantería pesada,13,40.0,,,,1145,,Metro,2025-09-06 23:29:24
119808,2.0,CANTO PVC CUBRECOL ROBLE BLANCO 22X1.5 MM (U.E 77 m) 77mxRollo,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,181.0,,Large Shelf,F13M2A40DER,,10003619,98,181.0,,08,126035,Estantería pesada,13,40.0,,,,1145,,Metro,2025-09-06 23:29:24
119841,1.0,CANTO PVC CUBRECOL MUKALI 20X0.45 MM (U.E 366 m) 366mxRollo,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,3743.0,,Large Shelf,F13M1A40IZQ,,10003729,98,3743.0,,08,126039,Estantería pesada,13,40.0,,,,1145,,Metro,2025-09-06 23:29:24
119590,2.0,BISAGRA TIPO CASTELLANO ESTILO COLONIAL BC-30,HERRAJES Y ACCESORIOS,2023-10-17,0.0,93.0,,Large Shelf,F23M2.4A20,,10003932,98,93.0,,08,126043,Estantería pesada,23,20.0,,,,1145,,Par,2025-09-06 23:29:24
119164,2.0,RODACHINA EN T ZINC BISELADA DE 2 RUEDAS DE 25.4MM RT-40,HERRAJES Y ACCESORIOS,2023-10-17,0.0,4.0,,Large Shelf,F23M2.3A20,,10003973,98,4.0,,08,126045,Estantería pesada,23,20.0,,,,1145,,Und,2025-09-06 23:29:24
130122,1.0,CANASTA OLLAS C/RIEL EXTENSION 87X45X13 CMS BLANCO REF: 31040,ETHERBOARD,2023-10-17,0.0,2.0,,Large Shelf,F32M1A80,,10004235,98,2.0,,08,126049,Montacargas,32,80.0,,,,1145,,Und,2025-09-06 23:29:24
119307,1.0,SISTEMA CLOSET DUCLOSET SIMPLE 10100201201,"GRIVAL ,FERRETERIA",2023-10-17,0.0,1.0,,Large Shelf,F25M1A60IZQ,,10004427,98,1.0,,08,126052,Estantería pesada,25,60.0,,,,1145,,Und,2025-09-06 23:29:24
119165,2.0,RODACHINA PESADA DE 4 RUEDAS BISELADSA EN NYLON DE 25.4 MM P-814 N,HERRAJES Y ACCESORIOS,2023-10-17,0.0,18.0,,Large Shelf,F23M2.5A20,,10003957,98,18.0,,08,126102,Estantería pesada,23,20.0,,,,1145,,Und,2025-09-06 23:29:24
119164,2.0,PASACABLE REDONDO 60 MM GRIS 01 05 03 G,HERRAJES Y ACCESORIOS,2023-10-17,0.0,2.0,,Large Shelf,F23M2.3A20,,10004081,98,2.0,,08,126107,Estantería pesada,23,20.0,,,,1145,,Und,2025-09-06 23:29:24
119183,1.0,PLATERO DE 60X19 CMS BLANCO REF:35030,HERRAJES Y ACCESORIOS,2023-10-17,0.0,1.0,,Large Shelf,F22M1A60DER,,10004256,98,1.0,,03,126198,Estantería pesada,22,60.0,,,,1145,,Und,2025-09-06 23:29:24
119821,3.0,CANTO ABS EGGER FEELWOOD ROBLE DE ORLEANS MARRON 1007735 42X0.8mm (U.E 75m) 75m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,60.0,,Large Shelf,F13M3A30DER,,10009066,98,60.0,,08,126240,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
119792,3.0,CANTO ABS EGGER ROBLE GLADSTONE ARENA 1004088 42X0.8mm (U.E 75m) 75m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,66.0,,Large Shelf,F13M3A30IZQ,,10009068,98,66.0,,08,126241,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
118936,2.0,LAMINADO H3760 OLMO DEL CABO BLANCO F8 1003598,FORMICAS,2023-10-17,0.0,5.0,,Large Shelf,F2M2A42,,10009102,98,5.0,,03,126243,Estantería pesada,2,42.0,,,,1145,,Lámina,2025-09-06 23:29:24
130152,3.0,CANTO ABS EGGER WOODLINE CREMA 239135 42X2.0mm (U.E 25m) 25m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,2.0,,Large Shelf,F13M3A30DER,,10009122,98,2.0,,08,126246,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
119792,3.0,CANTO ABS EGGER WOODLINE CREMA 239135 42X2.0mm (U.E 25m) 25m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,25.0,,Large Shelf,F13M3A30IZQ,,10009122,98,25.0,,08,126247,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
130152,3.0,CANTO ABS EGGER WOODLINE CREMA 239312 54X2.0mm (U.E 25m) 25m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,4.0,,Large Shelf,F13M3A30DER,,10009123,98,4.0,,08,126248,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
119792,3.0,CANTO ABS EGGER WOODLINE CREMA 239312 54X2.0mm (U.E 25m) 25m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,25.0,,Large Shelf,F13M3A30IZQ,,10009123,98,25.0,,08,126249,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
119792,3.0,CANTO ABS EGGER PINO AVOLA BASALTO 200040 23x2.0mm (U.E 300m) 75m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,148.0,,Large Shelf,F13M3A30IZQ,,10009126,98,148.0,,08,126250,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
119792,3.0,CANTO ABS EGGER ZEBRANO ARENA 31x2.0mm x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,75.0,,Large Shelf,F13M3A30IZQ,,10009129,98,75.0,,08,126251,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
130332,2.0,LAMINADO F8 ROBLE AUTENTICO MARRON LH1151,FORMICAS,2023-10-17,0.0,11.0,,Large Shelf,F2M2A42,,10009188,98,11.0,,08,126256,Estantería pesada,2,42.0,,,,1145,,Lámina,2025-09-06 23:29:24
118936,2.0,LAMINADO F8 BEIGE ROSADO LHU156,FORMICAS,2023-10-17,0.0,8.0,,Large Shelf,F2M2A42,,10009196,98,8.0,,03,126257,Estantería pesada,2,42.0,,,,1145,,Lámina,2025-09-06 23:29:24
119273,1.0,LATERAL DE POCETA COLOR GRAFITO Ref: GR831-G,HERRAJES Y ACCESORIOS,2023-10-17,0.0,4.0,,Large Shelf,F23M1A50IZQ,,10009258,98,4.0,,08,126258,Estantería pesada,23,50.0,,,,1145,,Und,2025-09-06 23:29:24
119590,2.0,DOWEL KLIX 6 MMx24x8.5MM,HERRAJES Y ACCESORIOS,2023-10-17,0.0,98.0,,Large Shelf,F23M2.4A20,,10009472,98,98.0,,08,126280,Estantería pesada,23,20.0,,,,1145,,Und,2025-09-06 23:29:24
119590,2.0,COMBI DOWEL 34MM #2 PHILLIPS,HERRAJES Y ACCESORIOS,2023-10-17,0.0,446.0,,Large Shelf,F23M2.4A20,,10009473,98,446.0,,08,126281,Estantería pesada,23,20.0,,,,1145,,Und,2025-09-06 23:29:24
119335,2.0,MANIJA PRESTIGE SERIE 3002 160 MM Ref: SPAR3002,HERRAJES Y ACCESORIOS,2023-10-17,0.0,1.0,,Large Shelf,F23M2.5A30,,10009475,98,1.0,,08,126282,Estantería pesada,23,30.0,,,,1145,,Und,2025-09-06 23:29:24
119238,2.0,MANIJA BENCH NIQUELADA 128MM,HERRAJES Y ACCESORIOS,2023-10-17,0.0,7.0,,Large Shelf,F23M2.4A30,,10009488,98,7.0,,08,126283,Estantería pesada,23,30.0,,,,1145,,Und,2025-09-06 23:29:24
129148,3.0,MANIJA EXTENDER SERIE 722 160 MM Ref: SPAR722,HERRAJES Y ACCESORIOS,2023-10-17,0.0,242.0,,Large Shelf,F23M3A50DER,,10009514,98,242.0,,12,126285,Estantería pesada,23,50.0,,,,1145,,Und,2025-09-06 23:29:24
119222,2.0,MANIJA EXTENDER SERIE 725 320 MMRef: SPAR725A,HERRAJES Y ACCESORIOS,2023-10-17,0.0,3.0,,Large Shelf,F23M2.3A30,,10009516,98,3.0,,08,126286,Estantería pesada,23,30.0,,,,1145,,Und,2025-09-06 23:29:24
125324,2.0,MANIJA OVAL LINE 160MM Ref: SPAR922,HERRAJES Y ACCESORIOS,2023-10-17,0.0,1.0,,Large Shelf,F23M2.2A30,,10009549,98,1.0,,08,126289,Estantería pesada,23,30.0,,,,1145,,Und,2025-09-06 23:29:24
119335,2.0,MANIJA DOME SPAR7107 - 96MM,HERRAJES Y ACCESORIOS,2023-10-17,0.0,25.0,,Large Shelf,F23M2.5A30,,10009572,98,25.0,,08,126290,Estantería pesada,23,30.0,,,,1145,,Und,2025-09-06 23:29:24
119330,2.0,MANIJA PRESTIGE 320 MM Ref: SPAR3005,HERRAJES Y ACCESORIOS,2023-10-17,0.0,1.0,,Large Shelf,F23M2.6A30,,10009594,98,1.0,,08,126291,Estantería pesada,23,30.0,,,,1145,,Und,2025-09-06 23:29:24
119330,2.0,MANIJA PRESTIGE 224 MM Ref: SPAR3104,HERRAJES Y ACCESORIOS,2023-10-17,0.0,1.0,,Large Shelf,F23M2.6A30,,10009598,98,1.0,,08,126292,Estantería pesada,23,30.0,,,,1145,,Und,2025-09-06 23:29:24
119330,2.0,MANIJA FIT LINE ALUMINIUM 128 MM Ref: SPAR3301,HERRAJES Y ACCESORIOS,2023-10-17,0.0,1.0,,Large Shelf,F23M2.6A30,,10009601,98,1.0,,08,126293,Estantería pesada,23,30.0,,,,1145,,Und,2025-09-06 23:29:24
119330,2.0,MANIJA FIT LINE ALUMINIUM 224 MM Ref: SPAR3304,HERRAJES Y ACCESORIOS,2023-10-17,0.0,1.0,,Large Shelf,F23M2.6A30,,10009603,98,1.0,,08,126294,Estantería pesada,23,30.0,,,,1145,,Und,2025-09-06 23:29:24
119330,2.0,MANIJA FIT LINE ALUMINIUM 320 MM Ref: SPAR3306,HERRAJES Y ACCESORIOS,2023-10-17,0.0,95.0,,Large Shelf,F23M2.6A30,,10009604,98,95.0,,08,126295,Estantería pesada,23,30.0,,,,1145,,Und,2025-09-06 23:29:24
119270,2.0,RIEL REPON 150 LBS EXT TOTAL D.C 35CMS ZINCADO C/T,HERRAJES Y ACCESORIOS,2023-10-17,0.0,20.0,,Large Shelf,F23M2A10DER,,10009661,98,20.0,,08,126298,Estantería pesada,23,10.0,,,,1145,,Juego,2025-09-06 23:29:24
119270,2.0,RIEL REPON 150 LBS EXT TOTAL D.C 40CM ZINCADO C/T,HERRAJES Y ACCESORIOS,2023-10-17,0.0,15.0,,Large Shelf,F23M2A10DER,,10009662,98,15.0,,08,126299,Estantería pesada,23,10.0,,,,1145,,Juego,2025-09-06 23:29:24
119792,3.0,CANTO ABS EGGER FEELWOOD ROBLE DE ORLEANS ARENA 1193875 23X0.8mm (U.E 300m) 75m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,579.0,,Large Shelf,F13M3A30IZQ,,10009063,98,579.0,,08,126532,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
119821,3.0,CANTO ABS EGGER FEELWOOD ROBLE DE ORLEANS ARENA 1007729 42X0.8mm (U.E 75m) 75m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,75.0,,Large Shelf,F13M3A30DER,,10009064,98,75.0,,08,126533,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
119821,3.0,CANTO ABS EGGER FEELWOOD ROBLE DE ORLEANS MARRON 1193862 23X0.8mm (U.E 300m) 75m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,399.0,,Large Shelf,F13M3A30DER,,10009065,98,399.0,,08,126534,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
119821,3.0,CANTO ABS EGGER FEELWOOD ROBLE DE ORLEANS ARENA NUDOSO 1034876 23X0.8mm (U.E 300m) 75m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,148.0,,Large Shelf,F13M3A30DER,,10009073,98,148.0,,08,126535,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
119821,3.0,CANTO ABS EGGER FEELWOOD ROBLE DE ORLEANS MARRON NUDOSO 1034877 23X0.8mm (U.E 300m) 75m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,126.0,,Large Shelf,F13M3A30DER,,10009074,98,126.0,,08,126536,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
119821,3.0,CANTO ABS EGGER FEELWOOD ROBLE GLADSTONE ARENA NUDOSO 1034881 23X0.8mm (U.E 300m) 75m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,104.0,,Large Shelf,F13M3A30DER,,10009075,98,104.0,,08,126537,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
130152,3.0,CANTO ABS EGGER FEELWOOD ROBLE GLADSTONE TABACO NUDOSO 1034882 23X0.8mm (U.E 300m) 75m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,5.0,,Large Shelf,F13M3A30DER,,10009076,98,5.0,,08,126538,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
119821,3.0,CANTO ABS EGGER PERFECT GLOSS PERLA 1090701 23X0.8mm (U.E 300m) 75m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,134.0,,Large Shelf,F13M3A30DER,,10009083,98,134.0,,08,126540,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
130152,3.0,CANTO ABS EGGER WOODLINE CAFE 961401 22X0.4mm (U.E 800m) 200m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,7.0,,Large Shelf,F13M3A30DER,,10009114,98,7.0,,08,126543,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
130152,3.0,CANTO ABS EGGER ROBLE DE NEBRASKA 237361 22X0.4mm (U.E 800m) 200m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,13.0,,Large Shelf,F13M3A30DER,,10009118,98,13.0,,08,126544,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
130152,3.0,CANTO ABS EGGER ROBLE AUTENTICO MARRON 226963 23x2.0mm (U.E 300m) 75m x ROLLO,PEGANTES Y HERRAMIENTAS,2023-10-17,0.0,10.0,,Large Shelf,F13M3A30DER,,10009119,98,10.0,,08,126545,Estantería pesada,13,30.0,,,,1145,,Metro,2025-09-06 23:29:24
119291,1.0,CANASTA DESLIZANTE D425 X W690 X H140 Ref: GLMPTJ007F,HERRAJES Y ACCESORIOS,2023-10-17,0.0,7.0,,Large Shelf,F23M1A50DER,,10009428,98,7.0,,08,126569,Estantería pesada,23,50.0,,,,1145,,Und,2025-09-06 23:29:24
