ctxn_balance,ctxn_attribute1,ctxn_primary_uom_code,ctxn_attribute2,ctxn_document_number,cdct_name,codv_invoice,ctxn_organization_id,ctxn_transaction_reference,ctxn_expiration_date,ctxn_secondary_qty,ctxn_secondary_uom_code,ctxn_movement_type,ctxn_transaction_date,ctxn_warehouse_code,ctxn_task_id,ctxn_item_code1,ctxn_item_code2,ctxn_onset_date,ctxn_currency_code,ctxn_primary_qty,ctxn_handling_unit,ctxn_storagebin_code,ctxn_stock_type_code,ctxn_created_on,ctxn_id,ctxn_document_reference,ctxn_created_by,ctxn_item_name1,ctxn_current_cost,ctxn_transaction_group_id,ctxn_batch_number,metadata_fecha_consulta
4.0,,Lámina,,515163,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1145,,10031794,,,$,4.0,PLT2179749,Picking,01,13:08:34,2088151,515161,dquintero,MELAMINICO UNICOR PB RH SODER TEX FOREST 183X244X15 1C/ CON BACKER,178640.0,1761994,,2025-09-05 15:37:29
18.0,,Lámina,,515163,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1145,,10031794,,,$,-4.0,158199,F3M2A60,01,13:08:34,2088150,515161,dquintero,MELAMINICO UNICOR PB RH SODER TEX FOREST 183X244X15 1C/ CON BACKER,178640.0,1761994,,2025-09-05 15:37:29
4.0,,Lámina,,515229,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1290,,10010443,,,$,4.0,PLT2177713,Picking,01,13:06:49,2088149,515228,jluque,MELAMINICO SUPERCOR PB WENGUE TEX MADERA  183X244X15,176181.85,1761992,,2025-09-05 15:37:29
33.0,,Lámina,,515229,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1290,,10010443,,,$,-4.0,192485,F7M18A20,01,13:06:49,2088148,515228,jluque,MELAMINICO SUPERCOR PB WENGUE TEX MADERA  183X244X15,176181.85,1761992,,2025-09-05 15:37:29
1.5,,Lámina,,515230,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1290,,10010411,,,$,0.5,PLT2177713,Picking,01,13:06:10,2088147,515228,jluque,MELAMINICO  SUPERCOR  PB  RH  BLANCO NEVADO    LISO  215X244X15,174363.57,1761990,,2025-09-05 15:37:29
2.0,,Lámina,,515230,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1290,,10010411,,,$,-0.5,192144,F7M18A10,01,13:06:10,2088146,515228,jluque,MELAMINICO  SUPERCOR  PB  RH  BLANCO NEVADO    LISO  215X244X15,174363.57,1761990,,2025-09-05 15:37:29
4.0,,Lámina,,515166,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1145,,10033071,,,$,4.0,PLT2179749,Picking,01,13:06:09,2088145,515165,dquintero,MELAMINICO UNICOR MDF RH SODER TEX FOREST 183X244X09 1C/ CON BACKER,132990.0,1761989,,2025-09-05 15:37:29
23.0,,Lámina,,515166,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1145,,10033071,,,$,-4.0,158332,F4M18A20,01,13:06:09,2088144,515165,dquintero,MELAMINICO UNICOR MDF RH SODER TEX FOREST 183X244X09 1C/ CON BACKER,132990.0,1761989,,2025-09-05 15:37:29
6.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10011555,,,COP,6.0,PLT2179302,TRASLADOS ACC,01,13:04:30,2088143,,abarragan,TUBO SANITARIO DE 4'' X6M REF 2900331,10276.88,1761988,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10011555,,,COP,-6.0,PLT2179302,Picking,01,13:04:30,2088142,,abarragan,TUBO SANITARIO DE 4'' X6M REF 2900331,10276.88,1761988,,2025-09-05 15:37:29
54.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10011554,,,$,54.0,PLT2179302,TRASLADOS ACC,01,13:04:30,2088141,,abarragan,TUBO SANITARIA NOVATEC 3  X6M REF 2900326,7307.24,1761988,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10011554,,,$,-54.0,PLT2179302,Picking,01,13:04:30,2088140,,abarragan,TUBO SANITARIA NOVATEC 3  X6M REF 2900326,7307.24,1761988,,2025-09-05 15:37:29
18.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10011551,,,COP,18.0,PLT2179302,TRASLADOS ACC,01,13:04:30,2088139,,abarragan,TUBO SANITARIO DE 2'' X6M REF 2902515,4892.24,1761988,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10011551,,,COP,-18.0,PLT2179302,Picking,01,13:04:30,2088138,,abarragan,TUBO SANITARIO DE 2'' X6M REF 2902515,4892.24,1761988,,2025-09-05 15:37:29
6.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10011550,,,COP,6.0,PLT2179302,TRASLADOS ACC,01,13:04:30,2088137,,abarragan,TUBO SANITARIO DE 1.1/2'' X6M REF 2900319,3945.96,1761988,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10011550,,,COP,-6.0,PLT2179302,Picking,01,13:04:30,2088136,,abarragan,TUBO SANITARIO DE 1.1/2'' X6M REF 2900319,3945.96,1761988,,2025-09-05 15:37:29
42.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10011380,,,COP,42.0,PLT2179302,TRASLADOS ACC,01,13:04:30,2088135,,abarragan,TUBO PRESION RDE 9 DE 1/2'' X6M REF 2900266,1530.78,1761988,,2025-09-05 15:37:29
0.0,,Metro,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10011380,,,COP,-42.0,PLT2179302,Picking,01,13:04:30,2088134,,abarragan,TUBO PRESION RDE 9 DE 1/2'' X6M REF 2900266,1530.78,1761988,,2025-09-05 15:37:29
2.0,,Lámina,,515233,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1290,,10010332,,,$,2.0,PLT2177713,Picking,01,13:03:09,2088133,515232,jluque,MELAMINICO VESTO MDP RH BLANCO 215X244X15,178459.56,1761986,,2025-09-05 15:37:29
0.0,,Lámina,,515233,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1290,,10010332,,,$,-2.0,185620,F8M18A10,01,13:03:09,2088132,515232,jluque,MELAMINICO VESTO MDP RH BLANCO 215X244X15,178459.56,1761986,,2025-09-05 15:37:29
42.0,,Metro,,514786,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1145,,10011380,,,COP,42.0,PLT2179302,Picking,01,13:02:40,2088131,514784,abarragan,TUBO PRESION RDE 9 DE 1/2'' X6M REF 2900266,1530.78,1761985,,2025-09-05 15:37:29
60.0,,Metro,,514786,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1145,,10011380,,,COP,-42.0,192908,F28M1A10IZQ,01,13:02:40,2088130,514784,abarragan,TUBO PRESION RDE 9 DE 1/2'' X6M REF 2900266,1530.78,1761985,,2025-09-05 15:37:29
3.0,,Lámina,,515233,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1290,,10010332,,,$,3.0,PLT2177713,Picking,01,13:02:31,2088129,515232,jluque,MELAMINICO VESTO MDP RH BLANCO 215X244X15,37.01,1761983,,2025-09-05 15:37:29
81.0,,Lámina,,515233,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1290,,10010332,,,$,-3.0,185614,F8M16A10,01,13:02:31,2088128,515232,jluque,MELAMINICO VESTO MDP RH BLANCO 215X244X15,37.01,1761983,,2025-09-05 15:37:29
10.0,,Lámina,,515166,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1145,,10031651,,,$,6.0,PLT2179749,Picking,01,13:01:39,2088127,515165,dquintero,MELAMINICO SUPERCOR PB RH SODER TEX FOREST  183X244X36,360525.0,1761982,,2025-09-05 15:37:29
6.0,,Lámina,,515166,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1145,,10031651,,,$,-6.0,158198,F3M2A50,01,13:01:39,2088126,515165,dquintero,MELAMINICO SUPERCOR PB RH SODER TEX FOREST  183X244X36,360525.0,1761982,,2025-09-05 15:37:29
3.0,,Lámina,,515236,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1290,,10010406,,,$,3.0,PLT2177713,Picking,01,13:01:08,2088125,515235,jluque,MELAMINICO SUPERCOR PB BLANCO NEVADO LISO 183X244X18,199335.0,1761980,,2025-09-05 15:37:29
15.0,,Lámina,,515236,Traslado de Materiales,,98,,,,,313 Traslado de confirmacion de picking,2025-09-05,1290,,10010406,,,$,-3.0,180252,F7M10A40,01,13:01:08,2088124,515235,jluque,MELAMINICO SUPERCOR PB BLANCO NEVADO LISO 183X244X18,199335.0,1761980,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2028-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007116,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088123,,jgomez,VINILICO BLANCO ALMENDRA 2027110 CANECA 5 GALONES,179221.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007116,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088122,,jgomez,VINILICO BLANCO ALMENDRA 2027110 CANECA 5 GALONES,179221.0,1761976,,2025-09-05 15:37:29
3.0,,Und,,,,,98,,2027-04-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006330,,,$,3.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088121,,jgomez,ESMALTE PINTULUX TEU GRIS PLATA 84 GALON 1 GALON,78784.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2027-04-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006330,,,$,-3.0,PLT2179440,Picking,01,12:59:59,2088120,,jgomez,ESMALTE PINTULUX TEU GRIS PLATA 84 GALON 1 GALON,78784.0,1761976,,2025-09-05 15:37:29
7.0,,Und,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007316,,,$,7.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088119,,jgomez,THINER GALON,16820.86,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007316,,,$,-7.0,PLT2179440,Picking,01,12:59:59,2088118,,jgomez,THINER GALON,16820.86,1761976,,2025-09-05 15:37:29
3.0,,Und,,,,,98,,2028-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006428,,,$,3.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088117,,jgomez,KORAZA BASE DEEP BLANCO 127476 GALON,79482.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006428,,,$,-3.0,PLT2179440,Picking,01,12:59:59,2088116,,jgomez,KORAZA BASE DEEP BLANCO 127476 GALON,79482.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2027-03-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006329,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088115,,jgomez,ESMALTE PINTULUX TEU GRIS PLATA 84 CUARTO 1/4 CUARTO,27763.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2027-03-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006329,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088114,,jgomez,ESMALTE PINTULUX TEU GRIS PLATA 84 CUARTO 1/4 CUARTO,27763.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2028-05-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006279,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088113,,jgomez,KORAZA BLANCO 2650 BALDE 2.5 GALONES,196728.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-05-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006279,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088112,,jgomez,KORAZA BLANCO 2650 BALDE 2.5 GALONES,196728.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2028-04-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006509,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088111,,jgomez,VINILTEX BASE PASTEL BLANCO 117174 GALON,58797.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-04-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006509,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088110,,jgomez,VINILTEX BASE PASTEL BLANCO 117174 GALON,58797.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2027-09-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006257,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088109,,jgomez,INTERVINIL BLANCO 2501 BALDE 2.5 GALONES,94023.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2027-09-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006257,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088108,,jgomez,INTERVINIL BLANCO 2501 BALDE 2.5 GALONES,94023.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2028-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006257,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088107,,jgomez,INTERVINIL BLANCO 2501 BALDE 2.5 GALONES,99324.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006257,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088106,,jgomez,INTERVINIL BLANCO 2501 BALDE 2.5 GALONES,99324.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2027-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10013309,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088105,,jgomez,KORAZA BASE DEEP BLANCO 127476 CANECA 5 GALONES,323465.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2027-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10013309,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088104,,jgomez,KORAZA BASE DEEP BLANCO 127476 CANECA 5 GALONES,323465.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2028-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006282,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088103,,jgomez,KORAZA BLANCO 2650 GALON,84747.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006282,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088102,,jgomez,KORAZA BLANCO 2650 GALON,84747.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2028-05-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006282,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088101,,jgomez,KORAZA BLANCO 2650 GALON,79446.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-05-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006282,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088100,,jgomez,KORAZA BLANCO 2650 GALON,79446.0,1761976,,2025-09-05 15:37:29
2.0,,Und,,,,,98,,2028-05-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007504,,,$,2.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088099,,jgomez,KORAZA BASE DEEP   1/4 DE GALON,29097.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-05-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007504,,,$,-2.0,PLT2179440,Picking,01,12:59:59,2088098,,jgomez,KORAZA BASE DEEP   1/4 DE GALON,29097.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2027-05-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006331,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088097,,jgomez,ESMALTE PINTULUX TEU NEGRO 95 CUARTO 1/4 CUARTO,29751.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2027-05-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006331,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088096,,jgomez,ESMALTE PINTULUX TEU NEGRO 95 CUARTO 1/4 CUARTO,29751.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2028-04-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006513,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088095,,jgomez,VINILTEX BASE TIINT BLANCO 117175 1/4 GALON,22784.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-04-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006513,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088094,,jgomez,VINILTEX BASE TIINT BLANCO 117175 1/4 GALON,22784.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2028-05-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10013308,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088093,,jgomez,KORAZA BASE PASTEL BLANCO 127474 CANECA 5 GALONES,327377.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-05-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10013308,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088092,,jgomez,KORAZA BASE PASTEL BLANCO 127474 CANECA 5 GALONES,327377.0,1761976,,2025-09-05 15:37:29
2.0,,Und,,,,,98,,2028-04-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006293,,,$,2.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088091,,jgomez,KORAZA DOBLE VIDA BLANCO 2700 CANECA 5 GALONES,368522.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-04-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006293,,,$,-2.0,PLT2179440,Picking,01,12:59:59,2088090,,jgomez,KORAZA DOBLE VIDA BLANCO 2700 CANECA 5 GALONES,368522.0,1761976,,2025-09-05 15:37:29
3.0,,Und,,,,,98,,2028-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007604,,,$,3.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088089,,jgomez,IMPRIMAX BLANCO 3501 CANECA 5 GALONES 10016016,150294.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007604,,,$,-3.0,PLT2179440,Picking,01,12:59:59,2088088,,jgomez,IMPRIMAX BLANCO 3501 CANECA 5 GALONES 10016016,150294.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2026-05-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007192,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088087,,jgomez,PINTUTRAFICO ACRILICO BASE SOLVENTE MOD. AMARILLO 13755 - 1 G,100365.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2026-05-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007192,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088086,,jgomez,PINTUTRAFICO ACRILICO BASE SOLVENTE MOD. AMARILLO 13755 - 1 G,100365.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2027-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007122,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088085,,jgomez,VINILICO BLANCO 2027155 GALON,42836.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2027-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007122,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088084,,jgomez,VINILICO BLANCO 2027155 GALON,42836.0,1761976,,2025-09-05 15:37:29
2.0,,Und,,,,,98,,2028-08-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007036,,,$,2.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088083,,jgomez,VINILTEX® PRO 650 BLANCO BAJO VOC 1600 CUÑETE,281122.99,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-08-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007036,,,$,-2.0,PLT2179440,Picking,01,12:59:59,2088082,,jgomez,VINILTEX® PRO 650 BLANCO BAJO VOC 1600 CUÑETE,281122.99,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2028-04-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007194,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088081,,jgomez,PINTURA ACRILICA CONSTRUCCION ALTA ASEPSIA BLANCO 27580 GALON,77460.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-04-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007194,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088080,,jgomez,PINTURA ACRILICA CONSTRUCCION ALTA ASEPSIA BLANCO 27580 GALON,77460.0,1761976,,2025-09-05 15:37:29
2.0,,Und,,,,,98,,2028-05-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10033548,,,$,2.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088079,,jgomez,VINILTEX BLANCO 1501 CANECA 5 GALONES SP,272927.0,1761976,,2025-09-05 15:37:29
12.0,,Lámina,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10031651,,,$,6.0,158198,F3M2A50,01,13:00:53,2088078,,dquintero,MELAMINICO SUPERCOR PB RH SODER TEX FOREST  183X244X36,360525.0,1761978,,2025-09-05 15:37:29
0.0,,Lámina,,,,,98,,,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10031651,,,$,-6.0,186164,F5M24A10,01,13:00:53,2088077,,dquintero,MELAMINICO SUPERCOR PB RH SODER TEX FOREST  183X244X36,360525.0,1761978,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-05-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10033548,,,$,-2.0,PLT2179440,Picking,01,12:59:59,2088076,,jgomez,VINILTEX BLANCO 1501 CANECA 5 GALONES SP,272927.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2028-06-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10030147,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088075,,jgomez,VINILTEX BLANCO PURO 1520 CANECA 5 GL,272927.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-06-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10030147,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088074,,jgomez,VINILTEX BLANCO PURO 1520 CANECA 5 GL,272927.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2028-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10030147,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088073,,jgomez,VINILTEX BLANCO PURO 1520 CANECA 5 GL,272927.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10030147,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088072,,jgomez,VINILTEX BLANCO PURO 1520 CANECA 5 GL,272927.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2028-06-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10030147,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088071,,jgomez,VINILTEX BLANCO PURO 1520 CANECA 5 GL,264975.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-06-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10030147,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088070,,jgomez,VINILTEX BLANCO PURO 1520 CANECA 5 GL,264975.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2028-06-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10030147,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088069,,jgomez,VINILTEX BLANCO PURO 1520 CANECA 5 GL,272927.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2028-06-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10030147,,,$,-1.0,PLT2179440,Picking,01,12:59:59,2088068,,jgomez,VINILTEX BLANCO PURO 1520 CANECA 5 GL,272927.0,1761976,,2025-09-05 15:37:29
3.0,,Und,,,,,98,,2027-08-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006312,,,$,3.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088067,,jgomez,ESMALTE PINTULUX TEU BLANCO 11 CUARTO 1/4 CUARTO,29751.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2027-08-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10006312,,,$,-3.0,PLT2179440,Picking,01,12:59:59,2088066,,jgomez,ESMALTE PINTULUX TEU BLANCO 11 CUARTO 1/4 CUARTO,29751.0,1761976,,2025-09-05 15:37:29
2.0,,Und,,,,,98,,2026-04-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007023,,,$,2.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088065,,jgomez,ESTUCO PROFESIONAL INTERIORES BLANCO 17060 CANECA 30 KILOS,49960.0,1761976,,2025-09-05 15:37:29
0.0,,Und,,,,,98,,2026-04-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007023,,,$,-2.0,PLT2179440,Picking,01,12:59:59,2088064,,jgomez,ESTUCO PROFESIONAL INTERIORES BLANCO 17060 CANECA 30 KILOS,49960.0,1761976,,2025-09-05 15:37:29
1.0,,Und,,,,,98,,2028-07-30,,,311 Traslado de ubicacion a ubicacion,2025-09-05,1145,,10007119,,,$,1.0,PLT2179440,TRASLADOS ACC,01,12:59:59,2088063,,jgomez,VINILICO BLANCO 2027155 BALDE 2.5 GALONES,100464.0,1761976,,2025-09-05 15:37:29
