Status,ItemCode,DocDate,WhsCode,VarianceValue,VariancePercent,QtyCount2,QtyCount1,QtyCount4,QtyCount3,ItemClosed,QtyStock,QtyCount5,QtyFinal,ItemName,Id,DocNum,metadata_fecha_consulta
Ok,10003058,2025-09-04,1145,0,0.0,,140,,,SI,140,,140,ARENA PAREJA  POR SACO,1184413,513962,2025-09-05 15:39:59
Ok,10003059,2025-09-04,1145,0,0.0,,148,,,SI,148,,148,ARENA FINA  POR SACO,1184414,513962,2025-09-05 15:39:59
Ok,10003060,2025-09-04,1145,0,0.0,,231,,,SI,231,,231,TRITURADO DE 3/4 POR SACO,1184415,513962,2025-09-05 15:39:59
Faltante,10003062,2025-09-04,1145,553,0.09399966003739589,2630.0,5330,,,SI,5883,,5330,SACO DE FIBRA 55X80,1184416,513962,2025-09-05 15:39:59
Ok,10003097,2025-09-04,1145,0,0.0,,1,,,SI,1,,1,LAVADERO EN GRANITO PULIDO 0.60 X 0.60 X0.40 M,1184418,513962,2025-09-05 15:39:59
Ok,10003098,2025-09-04,1145,0,0.0,,2,,,SI,2,,2,LAVADERO EN GRANITO PULIDO 0.70 X 0.60X0.40 M,1184419,513962,2025-09-05 15:39:59
Ok,10003502,2025-09-04,1145,0,0.0,,40,,,SI,40,,40,LAMINA BLACK THEATER FIBERGLASS 96X48X1 (2.97) (2.44X1.22),1184424,513962,2025-09-05 15:39:59
Ok,10003503,2025-09-04,1145,0,0.0,,64,,,SI,64,,64,LAMINA BLACK THEATER FIBERGLASS 96X48X2 (2.97 M2)(2.44X1.22),1184425,513962,2025-09-05 15:39:59
Ok,10003506,2025-09-04,1145,0,0.0,,1,,,SI,1,,1,FRESCASA ECO 600'' X 48'' X2.5'',1184426,513962,2025-09-05 15:39:59
Ok,10003507,2025-09-04,1145,0,0.0,,104,,,SI,104,,104,FRESCASA ECO SIN PAPEL FIB. 7.5MX1.22MX 2.5'' (6.4CM) (9.150M2),1184427,513962,2025-09-05 15:39:59
Ok,10003511,2025-09-04,1145,0,0.0,,5,,,SI,5,,5,MEMBRANA ACUSTICA  FIBERGLASS   ROLLO 10MX1MX3MM  (10M2),1184428,513962,2025-09-05 15:39:59
Ok,10003518,2025-09-04,1145,0,0.0,,1120,,,SI,1120,,1120,SUPER MANTO 500XT PRO POLIESTER FIBERGLASS ROLLO 10MX1MX2.8MM  (10M2),1184431,513962,2025-09-05 15:39:59
Ok,10003552,2025-09-04,1145,0,0.0,,23,,,SI,23,,23,FL-50 PRO  EMULSION ASFALTICA CUÑETE 5 GAL,1184434,513962,2025-09-05 15:39:59
Ok,10005187,2025-09-04,1145,0,0.0,,2,,,SI,2,,2,SIKA IMPER MUR  DE 4  KG,1184681,513962,2025-09-05 15:39:59
Ok,10005200,2025-09-04,1145,0,0.0,,2,,,SI,2,,2,SIKA VISCOBOND DE 19 KG,1184690,513962,2025-09-05 15:39:59
Ok,10005212,2025-09-04,1145,0,0.0,,3,,,SI,3,,3,SIKA TOP - 122 CLIMA CALIDO DE 27  KG,1184695,513962,2025-09-05 15:39:59
Ok,10005213,2025-09-04,1145,0,0.0,,1,,,SI,1,,1,SIKA TOP - 121 MONOCOMPONENTE  DE 25 KG       T121064,1184696,513962,2025-09-05 15:39:59
Ok,10005241,2025-09-04,1145,0,0.0,,40,,,SI,40,,40,SIKASIL E TRANSPARENTE ANTIHONGOS 300CC T201596-03,1184709,513962,2025-09-05 15:39:59
Ok,10011254,2025-09-04,1145,0,0.0,,374,,,SI,374,,374,GEOTEXTIL NT 1600S 3.50M X 160M (560M2) 2904240,1185447,513962,2025-09-05 15:39:59
Ok,10012038,2025-09-04,1145,0,0.0,,3,,,SI,3,,3,LAVAPLATOS VITAL EMPOTRAR 53x43 MONOCONTROL Ref: 230174,1185671,513962,2025-09-05 15:39:59
Ok,10015499,2025-09-04,1145,0,0.0,,1,,,SI,1,,1,TAPA TANQUE  ETERNIT 250LTS AZUL REF 1315738,1185890,513962,2025-09-05 15:39:59
